nome_processo,"Ecotoxicity, freshwater impact","Human toxicity, cancer impact",Climate change impact,"Human toxicity, non-cancer impact","Resource use, fossils impact","Resource use, minerals and metals impact",Water use impact,Land use impact,"Eutrophication, freshwater impact",EF-particulate Matter impact,Photochemical ozone formation - human health impact,Acidification impact,"Eutrophication, terrestrial impact",Eutrophication marine impact,Ozone depletion impact,"Ionising radiation, human health impact",categoria
"Nylon 4.10, bio-based",1.2019356162029271e-08,7.1929304806236586e-09,2.803276397927022e-09,1.2406296448085699e-08,4.0827815512720035e-09,1.5688774981169396e-08,3.211925690129981e-09,1.8397423739800487e-09,2.144054205613372e-09,1.0605119745903093e-08,8.536318646765913e-09,3.375770928325267e-08,2.5281706147048036e-08,4.2654513252419975e-09,2.7237185326851314e-07,2.4584322830942047e-09,Plastica & polimeri
Plywood box,1.9068444820182578e-10,2.593295008235187e-10,4.082868087652828e-10,1.7553765338843091e-10,5.884094987850344e-10,3.511879283197746e-11,4.210232216220089e-10,1.623383475550891e-09,1.918669157908794e-11,3.149209410705917e-10,9.879590431933097e-10,7.345713438452991e-10,4.08823960153161e-10,6.02690766017719e-11,2.611438999844766e-11,1.0171949319441502e-09,"Carta, legno & imballaggi"
"Polyamide (PA), bio-based, castor oil",4.587698485525404e-09,6.891790383694805e-09,2.0437737107455024e-09,1.1945567573086709e-08,3.821894832514121e-09,9.734260926145e-09,2.7627816842556547e-09,1.7827150083939971e-09,1.7596592966716886e-09,9.251567577629337e-09,6.4165366944600026e-09,3.0058457734007736e-08,2.282514271458433e-08,3.7141122901700743e-09,5.734279520546481e-09,2.4375470860602287e-09,Plastica & polimeri
End of life of Very thin fine pitch quad flat semiconductor,3.43697984505388e-10,2.3138149810441168e-10,1.302005772024528e-09,1.0207727406992325e-09,2.384264435945367e-09,6.556081881739283e-11,2.7124647053370494e-09,2.971617313461003e-11,6.619522701174539e-12,1.4259097146937394e-10,6.978421773115102e-10,5.631810853673138e-10,5.258163554149225e-10,6.862030866023186e-11,3.2274086117987874e-12,2.245074351013198e-09,Elettronica & componenti
cork,2.1392095634954557e-10,4.492505821974938e-11,1.7657432658350162e-10,3.0479348459525e-11,3.3177516965863513e-10,9.668001242879583e-12,1.9419766463165948e-11,1.0021844308040279e-09,3.1302148076385525e-11,5.880322840707102e-10,1.48940046346557e-09,8.856931926762804e-10,9.158195427903948e-10,1.2191057281587682e-10,5.284901833816464e-11,3.1724307886548185e-11,"Carta, legno & imballaggi"
hardwood forestry,5.57805928382057e-11,6.785934495746666e-11,3.959758003383246e-11,6.192530882271599e-12,7.04289892520197e-11,4.031126784435438e-11,4.24306888907781e-11,7.415487881777997e-10,7.676135009365365e-11,3.829677796659957e-11,3.8857783184972693e-10,8.795179611452968e-11,7.338442767672458e-11,1.1120874256325922e-11,2.1655692048910867e-10,3.9651445800033444e-11,Metalli & minerali
"Foreground elementary flows of Soap stock (soybean, solvent) production",0.0,0.0,0.0,0.0,0.0,0.0,5.830862454367651e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Agricoltura & cereali
"Rye distillers grains, dried",4.806198768447598e-09,6.741079208790771e-11,4.3888658351195223e-10,3.1536964842904723e-10,7.067953100334512e-10,1.8620935909937913e-11,1.7142030542028582e-10,6.80254064494296e-10,2.1833521956242236e-10,1.641846530445977e-10,4.2931344794022407e-10,4.660471649919352e-10,3.9126549725996453e-10,3.3868867906009226e-10,1.928482605131129e-10,6.46908687900692e-10,Agricoltura & cereali
"Triticale distillers grains, dried",3.3890166085616458e-09,6.065095913828234e-11,4.373730617276657e-10,2.221792368418646e-10,7.084854647222101e-10,3.426272988994104e-11,6.686515869946952e-09,6.687987772796499e-10,2.001234009628391e-10,1.4712944802587406e-10,4.174711912797099e-10,4.2703868577500727e-10,3.522239255377702e-10,2.9358524145344273e-10,1.1600234793372872e-09,6.71253368341029e-10,Agricoltura & cereali
"Pea, starch (from protein-concentrate)",2.6921115738737926e-08,7.192922626339978e-11,3.5437094176797695e-10,3.9772474929371066e-10,4.210887976795184e-10,4.1465451371561684e-11,2.2676450175109605e-09,1.241371231979214e-09,4.110284783497783e-10,1.7169744682498085e-10,4.794930806263963e-10,4.4695726068049933e-10,3.9145306594699595e-10,3.8824845973762316e-10,3.555904653364001e-09,2.6862246836276993e-10,Agricoltura & cereali
End of life of Connector for printed wiring board (PWB),3.0977149456088683e-10,2.127049952196436e-10,1.2365272515460763e-09,9.347785191624668e-10,2.125955501915054e-09,6.056655833337575e-11,2.6269515769985875e-09,2.8047444244170528e-11,6.107947338322313e-12,1.2705800021484133e-10,6.527594569063561e-10,5.02989476271698e-10,4.988210383564599e-10,6.484631757395408e-11,2.2525690707118043e-12,1.8578235655496391e-09,"Carta, legno & imballaggi"
"Plastic can, sanitary end HDPE",2.6130276084140134e-09,7.659015472944958e-10,1.1837417862531843e-09,2.4767631507336274e-10,5.7912238185720714e-09,1.0806506229961022e-10,-1.0548503844213062e-09,2.3124344776837244e-11,5.81204363023601e-11,2.9086872409815114e-10,1.4311998837922561e-09,1.289636817910057e-09,6.284828213311541e-10,9.040647080924693e-11,1.4185352459826742e-10,4.6844745941885465e-09,Plastica & polimeri
"Metallization paste, back side",1.774582591375495e-08,4.369822004738329e-08,2.9020055589726148e-08,1.4616873712157955e-07,4.944450184920411e-08,1.0765278971212507e-05,2.4377847463311338e-08,3.5996067002439966e-10,7.660969724272918e-11,2.555313209907254e-07,1.292545683397005e-07,1.405350164393855e-06,2.5326514161367545e-08,3.430205078948319e-09,2.6469205171761398e-11,6.076584080210997e-09,Altro
"Treatment of residential wastewater, small plant",3.850667112080649e-09,2.82953880330908e-10,9.60212006436983e-10,5.435482656454111e-10,3.036519810379694e-10,6.148112768492752e-11,-8.263036813552115e-09,4.3551349774106767e-10,3.1690767410234908e-09,1.0436200737979893e-09,3.310313164722878e-10,9.404570713918646e-10,4.845961938104242e-10,3.7381630509766024e-10,6.685115362605427e-13,5.208491717723056e-10,Plastica & polimeri
"Treatment of residential wastewater, large plant",3.843216764059482e-09,2.830450327747076e-10,9.458496785805093e-10,5.424112944803401e-10,2.91316037866849e-10,5.998273830781854e-11,-8.372521658862928e-09,4.3458457216924114e-10,3.168941929735107e-09,1.0442475598895708e-09,3.196758684410486e-10,9.217631070511693e-10,4.778448888614143e-10,3.728134183072031e-10,6.940192093706729e-12,2.8391238024776743e-10,Plastica & polimeri
Treatment of effluents from potato starch production,1.3189848656277265e-08,3.8304725637241e-10,9.458555714636456e-10,3.4796514714228373e-09,2.91316037866849e-10,5.998273830781854e-11,-8.372521658863082e-09,4.3458457216924104e-10,7.209955126602302e-09,1.0442475598895708e-09,3.196758684410486e-10,9.217631070511693e-10,4.778448888614143e-10,1.9586776584657062e-10,6.940192093706729e-12,2.8391238024776743e-10,Agricoltura & cereali
Treatment of effluents from glass production,1.1848935970781347e-08,3.830409979110958e-10,9.45854060241924e-10,3.4325589143813915e-09,2.9131603786684805e-10,5.998273830781841e-11,-8.372521658863004e-09,4.345845721692376e-10,1.1574306971360607e-10,1.0442475598895708e-09,3.196758684410486e-10,9.217631070511693e-10,4.778448888614143e-10,1.958626610461299e-10,6.940192093706763e-12,2.8391238024774567e-10,Chimica & additivi
Treatment of effluents from maize starch production,1.3189848656277247e-08,3.8304725637240943e-10,9.458555714636442e-10,3.4796514714228344e-09,2.9131603786684815e-10,5.998273830781841e-11,-8.372521658863004e-09,4.345845721692376e-10,7.209955126602302e-09,1.0442475598895708e-09,3.196758684410486e-10,9.217631070511693e-10,4.778448888614143e-10,1.9586776584657062e-10,6.940192093706763e-12,2.8391238024774567e-10,Agricoltura & cereali
Aggregated inputs for Tapioca starch (processing without use of co-products) production,7.151171671863325e-06,1.015542787388812e-08,3.2269070891118006e-08,1.1132239495925556e-07,2.848105969193331e-08,1.160855319032848e-09,7.0533001226501185e-09,8.58170857995445e-10,4.516292828117312e-08,5.716528479196e-08,8.636558706226477e-08,1.6564154275614136e-07,1.477445941944077e-07,8.679920099071763e-08,5.673681826148904e-08,1.5272698397561806e-08,Agricoltura & cereali
Aggregated inputs for Tapioca starch (processing with use of co-products) production,7.151171671863325e-06,1.015542787388812e-08,3.2269070891118006e-08,1.1132239495925556e-07,2.848105969193331e-08,1.160855319032848e-09,7.0533001226501185e-09,8.581708579954457e-10,4.516292828117312e-08,5.716528479196e-08,8.636558706226477e-08,1.6564154275614136e-07,1.477445941944077e-07,8.679920099071763e-08,5.673681826148904e-08,1.5272698397561806e-08,Agricoltura & cereali
Wheat bran (dry milling),1.722323406785252e-08,2.955199701637525e-10,8.101159395063742e-10,1.0643630551756436e-09,8.069548048596742e-10,1.0582033890723488e-10,1.0456427368596021e-09,1.7164935385094697e-09,8.958723152963049e-10,7.45332080508856e-10,1.295374927852961e-09,2.473508702350773e-09,2.0426841987108443e-09,1.526366738848663e-09,4.257692819975452e-09,9.435137493813365e-10,Agricoltura & cereali
sodium silver thiosulfate,8.494092709785409e-07,7.299107496360526e-08,6.868230781719701e-08,6.31848814141135e-08,1.2091887192764693e-07,4.966271057100457e-05,1.4471177866295074e-07,1.7714302480919274e-09,8.070651573530591e-07,1.6699826624183517e-07,2.627832491404005e-07,2.9035476155996137e-07,1.9033443902433938e-07,2.513964946405067e-08,7.238314546547368e-07,1.5375833603461272e-07,Metalli & minerali
"Polypropylene (PP), bio-based, castor oil",3.886230269010911e-09,5.904139238581301e-09,1.704078253034307e-09,1.0255752312511012e-08,2.768218577355357e-09,9.906435520544198e-09,1.6881629903259778e-09,1.534696058166461e-09,1.6079895334887175e-09,7.408319142944632e-09,5.678132713408468e-09,2.573078658391231e-08,1.9773617000541644e-08,3.2296106140683646e-09,7.021373385272933e-08,1.307051499805279e-09,Plastica & polimeri
Polycarbonate (PC) granulate,7.647395618491284e-09,2.264589103190349e-09,4.158124034215361e-09,7.64131924011684e-10,1.4023271120771765e-08,2.6136818613019556e-10,6.591022010995368e-09,4.604110327058748e-11,6.917794986418005e-11,3.1407789562112736e-09,6.26148726785833e-09,6.000285709489808e-09,3.2272660645140756e-09,4.3624222997573734e-10,6.590171620019202e-11,7.946722454115574e-09,Trasporti & veicoli
Soybean protein concentrate,2.191919310626995e-07,3.982382797133499e-09,3.47579592009329e-08,8.37833406648951e-09,1.3525654249584593e-08,7.907237399848753e-10,1.5717925881548744e-08,1.2801580966672778e-09,1.1212707754284964e-08,7.028527955266873e-09,1.8370384097593977e-08,2.1581548968459838e-08,1.7145822219602354e-08,5.114229625088575e-09,6.403982684764406e-09,7.750972261947634e-09,Agricoltura & cereali
Redistilled Zinc,2.4710445506050164e-09,7.1476134655838525e-09,1.3757603308693584e-09,6.559266170509936e-09,2.908269179209741e-09,5.819657950319785e-07,4.751279410548656e-10,1.413328083114323e-10,2.6194944596358774e-11,2.0663454634240828e-09,4.17989163333918e-09,5.713530409780924e-09,2.8976915989526767e-09,3.973482034519384e-10,5.052366190924876e-10,1.6586537589886198e-08,Metalli & minerali
Manganese,1.6752519197118943e-09,1.1878043269806063e-09,6.481988768868853e-09,1.075844321739811e-09,9.759648904158568e-09,1.92280094355306e-09,9.837988454475911e-09,2.792200438264235e-10,6.292529747126847e-12,2.4358106800759315e-08,1.0765673589171829e-08,2.528630839298085e-08,6.632800446253131e-09,9.037906571894273e-10,9.75255005046963e-11,3.85139944567747e-09,Metalli & minerali
End of life of Low profile fine pitch ball grid array packages semiconductor,3.1965886370264643e-10,2.0751969242540082e-10,1.1416333392550648e-09,9.160944550297289e-10,2.1743832940280628e-09,5.979840868620935e-11,2.353645362512443e-09,2.760315771076351e-11,6.098193372117602e-12,1.3573640798032976e-10,6.334622687673261e-10,5.372256116843898e-10,4.761021205549012e-10,6.234474185250392e-11,1.1938915468125487e-11,2.318992844265717e-09,Elettronica & componenti
hay,9.661943431579183e-11,1.6432988843725608e-10,2.391949779252601e-10,2.1027882707670197e-10,1.2295733280349863e-10,4.025081679476661e-11,4.490404308922898e-10,9.106818293021928e-10,5.270567878407456e-10,3.9505935965740575e-10,6.644835771130321e-10,1.3724163184114158e-09,1.257724635347152e-09,7.616491525272936e-10,4.2765659695061005e-10,6.3748139103976e-11,Agricoltura & cereali
"Polyethylene foam, virgin",3.0547609591169674e-09,1.0764650744234577e-08,1.3293169648680675e-09,4.880934481098199e-10,6.291830319825997e-09,8.17225292988955e-11,6.013394133012594e-09,2.5399986392743467e-11,4.344989959493382e-11,7.815209003352202e-10,7.208823222525495e-09,1.772379434299945e-09,7.59133870142459e-10,1.0609883330846264e-10,1.5353332764019765e-10,4.743928746262534e-09,Plastica & polimeri
"Fused expanded polypropylene beads, post-industrial recycled",3.33499827598108e-09,3.7673698359367865e-10,1.3228919189014986e-09,3.164567672965776e-10,4.116680626410278e-09,7.490995302428846e-11,1.7402060902817293e-09,2.7918802726975606e-11,2.2744020401487582e-11,1.8980295449421353e-09,1.5342761565283756e-09,2.697177862349699e-09,1.3274515677092277e-09,1.2550667504383588e-10,5.670938569253093e-11,2.5548190615025823e-09,Plastica & polimeri
EPS Beads,2.447425142263771e-09,8.854248268277726e-10,1.2440671383241469e-09,1.9964124881637165e-10,5.657269623123029e-09,5.7914084543845625e-11,1.3867315947662512e-09,1.9185844471155652e-11,1.3943715484948654e-11,2.434134380001519e-10,1.235140534421192e-09,1.0983668665546448e-09,5.619059022736473e-10,7.585588447631604e-11,3.923096474371616e-11,1.8574413560942267e-09,Altro
LDPE granulates,2.7156287123303927e-09,1.065208672587043e-08,1.0477226180991709e-09,4.273135692551803e-10,5.532686136155838e-09,6.217223502704227e-11,5.451973254023856e-09,1.8827662614246428e-11,4.1541016215861684e-11,2.507316396917917e-10,1.818037933956977e-09,1.1550941155132964e-09,5.631919684326498e-10,7.98327373714006e-11,1.2340934835934727e-10,3.87218084408602e-09,Plastica & polimeri
"Corner foam, PS",2.6532729634960832e-09,9.05946796326776e-10,1.4250836120370211e-09,2.317959304696541e-10,6.309583535751792e-09,1.3371124094686146e-10,1.4521311408720253e-09,2.02961027476199e-11,1.0781859595785403e-11,2.9184263144472577e-10,1.3394251727673975e-09,1.326307173837555e-09,6.743853945669722e-10,9.140027106097308e-11,8.945753133464814e-11,4.297295135961726e-09,Plastica & polimeri
"Natural cork stopper production, champagne",8.452420415421539e-10,3.049915682790608e-10,1.1726105423237442e-09,1.7402467239663545e-10,2.4194482311680883e-09,1.281508349336632e-10,2.2430580111671476e-09,3.5897299992341277e-10,2.087097824030914e-11,2.9449351569032857e-10,1.0730469329510592e-09,1.1257135662204989e-09,6.066429386757316e-10,8.471145999839231e-11,9.374615262700611e-11,4.1173948444624426e-09,"Carta, legno & imballaggi"
"Plastic can, sanitary end PP",2.5605950957121787e-09,3.968332835430932e-10,1.0756260364063642e-09,3.4064295198161686e-10,5.553223590106832e-09,7.314749020020122e-11,9.552259432082005e-10,2.073712679777474e-11,3.5265605414113033e-11,2.557061310133699e-10,1.2487273878201595e-09,1.1793390893755862e-09,5.55477921414541e-10,7.845111608613858e-11,1.291588033218979e-10,4.486798288731704e-09,Plastica & polimeri
Plastic tray,2.5605950957121787e-09,3.968332835430932e-10,1.0756260364063642e-09,3.4064295198161686e-10,5.553223590106832e-09,7.314749020020122e-11,9.552259432082005e-10,2.073712679777474e-11,3.5265605414113033e-11,2.557061310133699e-10,1.2487273878201595e-09,1.1793390893755862e-09,5.55477921414541e-10,7.845111608613858e-11,1.291588033218979e-10,4.486798288731704e-09,Plastica & polimeri
"Pea, fibres",2.3656912830561637e-08,6.425546772630544e-11,2.667321012895046e-10,3.515754643624068e-10,2.9017804914906795e-10,3.9233251059383315e-11,2.1161013346881608e-09,1.0920473364699237e-09,3.583600777949804e-10,1.6663562646250217e-10,4.2420935712447325e-10,4.4162508387247236e-10,3.504139233193183e-10,3.4126576644663545e-10,3.143033576138295e-09,9.796805511688069e-10,Agricoltura & cereali
Blown co-extrusion,1.4643624394039964e-10,1.8328342786763216e-11,2.5320197115092153e-10,2.4380372433487818e-11,5.94511506692711e-10,4.2715679136826855e-11,2.5363715834287194e-10,1.3386312799502229e-11,2.9517894888597803e-12,7.347371718728497e-11,2.099328859463312e-10,2.6896339898265953e-10,1.425738045108272e-10,1.9578391373901864e-11,1.1944702635702006e-10,4.137577474251059e-09,Altro
Bronze,6.978209580004763e-09,3.4770716613512796e-09,2.962202586668958e-09,1.0146175988870325e-08,3.873668819655535e-09,1.0888537211151698e-06,1.929788632456545e-09,4.194937740151308e-07,1.0441677308534997e-10,7.745514362965438e-09,4.995871762683274e-09,8.474594445186502e-09,3.2313905398876237e-09,4.3362130268221875e-10,1.4147780414181914e-10,2.3127937585415487e-09,Metalli & minerali
"Coating powder, interior production",2.477766150331185e-09,1.4710614455065638e-09,2.4145670316251006e-09,3.487471093630809e-10,6.379848602330745e-09,2.3940506139905857e-09,4.000230917419737e-09,1.161780519545829e-10,3.885767687800497e-10,2.6828933893257097e-09,3.5354031662861727e-09,4.867313854341345e-09,1.658207013870929e-09,2.2770660837101526e-10,2.4386446366494243e-08,8.200856879440968e-09,Agricoltura & cereali
"Coating powder, interior production, black box",2.100749980426462e-09,1.2257382781606598e-09,1.8338453442778005e-09,2.8825285736525933e-10,5.211979708484346e-09,2.353329517998081e-09,2.364799477242048e-09,1.0063095218430213e-10,3.8603248693826095e-10,1.789578730293325e-09,2.810651468056112e-09,3.371985612181596e-09,1.2093034555229063e-09,1.6715545135128757e-10,2.4267461680896325e-08,4.795208345710642e-09,Agricoltura & cereali
"Lucerne, dried",1.5126136276546589e-09,1.5544106315867938e-10,1.6065249211386012e-10,3.5919448434309074e-10,1.9009464527667279e-10,1.357124216581094e-11,3.782032410207393e-10,5.058113849727679e-10,4.3484138683280377e-10,3.309737868836607e-11,6.827738351220554e-11,1.2551140752647454e-10,7.701942818438133e-11,3.23702358202772e-10,1.6294366077554958e-10,3.470357554686616e-10,Agricoltura & cereali
Aluminium ingot (silicon main solute),2.968808371163635e-08,8.813018984595321e-10,4.103076317596243e-09,7.789163261160137e-10,8.569686382878318e-09,2.1523489451425486e-10,1.677834893534635e-08,5.50991343500367e-11,1.5233539511550365e-11,2.730564357494771e-09,4.779392112886494e-09,7.138771160958013e-09,2.909563539371841e-09,3.886336686182856e-10,1.324971974531547e-09,4.2857631578413174e-08,Metalli & minerali
"Silicon, single crystal production, elementary exchanges",5.27254443999006e-09,0.0,0.0,4.757952474237112e-11,0.0,0.0,4.6695074341910235e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Metalli & minerali
Soybean hulls (solvent),9.129350310486273e-08,6.548211419822633e-10,9.531074986512102e-09,3.259534764681103e-09,1.79635761472748e-09,1.6035857493728132e-10,8.325526472701218e-09,9.299266564462817e-10,4.285472663386348e-09,1.9310604455443737e-09,4.229676367689937e-09,5.743193503802422e-09,4.739951068335384e-09,1.7705825335890294e-09,2.886845843403419e-09,1.7760599874334527e-09,Agricoltura & cereali
Cupronickel,8.623755956583571e-09,6.828008841348557e-09,4.155087065639723e-09,1.3769813606336574e-08,7.762226529914396e-09,9.703967418285863e-07,8.44041945871081e-08,3.571101651943351e-07,1.8585570890580986e-10,2.299609421313988e-08,1.235310520880648e-08,1.0008802478202101e-07,4.4283486303892495e-09,5.535498163970524e-10,2.8044726609466525e-10,3.2858362027609266e-09,Metalli & minerali
Styrene-butadiene rubber (SBR),6.292294023865657e-09,4.471797993992801e-08,3.777489162125905e-09,3.885259051940997e-09,1.4103955091324024e-08,2.3759066758968233e-10,4.169294004399944e-09,5.848719122461394e-11,2.4390012537520693e-11,2.2634014363701773e-09,4.1300182360382075e-09,4.249380659447222e-09,2.25021478604134e-09,3.018033556377445e-10,7.948243193469979e-11,3.959656914789849e-09,Plastica & polimeri
Styrene-butadiene rubber (SBR) fiber,6.277929392034633e-09,4.471669377652842e-08,3.781237241711145e-09,3.887706151828011e-09,1.4111394837858956e-08,2.385634784984747e-10,4.185340295873049e-09,6.132588813970555e-11,2.4863175465278124e-11,2.256923601210769e-09,4.096820251921436e-09,4.216383128670947e-09,2.2153281404921957e-09,2.9699134071273516e-10,7.95201361910812e-11,3.962948950623416e-09,Plastica & polimeri
PE granulates,2.596812197156519e-09,3.6708607673325714e-09,1.035673636612084e-09,2.807166288931198e-10,5.446328093918053e-09,6.703486845121838e-11,2.3979493839999254e-09,1.561222606472914e-11,6.791703487336742e-11,2.4477204212355695e-10,1.4160318216019403e-09,1.1244640916670163e-09,5.453071038183913e-10,8.004696553303958e-11,7.687022901641849e-11,2.755998803044475e-09,Plastica & polimeri
Polyvinylidene fluoride (PVDF),4.837083732018113e-09,2.128968475552363e-09,4.368702782527286e-09,5.734422229115211e-10,1.0966537462265936e-08,1.6091104590481052e-10,1.2470633977765033e-07,3.8230914078741543e-11,5.1783315414917616e-11,1.917120506695567e-08,6.707099080140867e-09,1.1485341239342465e-08,3.918548507048705e-09,5.229019999612302e-10,4.241686551935038e-06,5.855205512737734e-09,Plastica & polimeri
"bleached kraft pulp, eucalyptus",1.1573054888546554e-08,2.6947342836190603e-10,3.859032517077988e-10,6.390420433896837e-10,8.058501996269245e-10,1.360311410643403e-09,6.130412732751916e-09,1.4215840746682317e-09,4.3936667373584223e-10,8.318770344283001e-10,1.4891976629069638e-09,1.881684658918919e-09,1.2403209286901226e-09,1.7016275861010866e-10,5.774360494095442e-08,7.959298263595684e-10,"Carta, legno & imballaggi"
Nylon 6 fiber,4.981187218554931e-10,1.481638098861939e-10,6.956477965776733e-10,8.178751620236449e-11,1.4349310863212179e-09,5.424257175055636e-11,1.2715586853173875e-09,1.912544669346913e-11,3.4188156363836597e-12,1.8175048526855997e-09,1.803476406586481e-09,2.776284399707052e-09,1.1679717001602364e-09,1.5692806985693646e-10,1.395594020123828e-10,4.3275895814699175e-09,Plastica & polimeri
Butyl Glycol Ethers,2.0495960944958612e-09,3.9801640863940537e-10,1.2704667797847695e-09,4.2374443269315275e-10,5.14107280627157e-09,9.635706959166778e-11,4.4121249168276004e-10,2.1906341415389427e-11,2.075659001897628e-11,3.901749736174743e-10,1.488316751103809e-09,1.0579225139631032e-09,6.715004542124895e-10,9.203329557280202e-11,1.8480687703559597e-11,3.0289006144791526e-09,Altro
Gallium,3.757409139452283e-09,3.4045877500978677e-09,8.655676024898433e-09,2.4583917779974047e-09,1.2948296559218614e-08,1.1034046564359315e-09,1.8321509305205415e-08,4.6630789808106294e-11,1.4541577897510022e-11,5.209669911063224e-08,1.1393958775824078e-08,2.3374568024954173e-08,7.093537148522786e-09,9.467022612760307e-10,1.5910414213041936e-12,2.410078167699899e-09,Metalli & minerali
"Plastic can, body HDPE",2.554602763018024e-09,7.554652098937551e-10,1.0993470418591893e-09,2.4000610024234477e-10,5.599539579965036e-09,9.798756442149175e-11,-1.121571813643202e-09,2.030606924297685e-11,5.689528657845641e-11,2.7299724129289084e-10,1.3744393745924825e-09,1.2163679796451227e-09,5.932808952603007e-10,8.553576010477491e-11,1.0926420629182927e-10,3.560236098039937e-09,Plastica & polimeri
"Plastic can, body PP",2.502637470725459e-09,3.896856732450873e-10,9.92194699684276e-10,3.321443215741852e-10,5.3636601456148386e-09,6.338113900416084e-11,8.705929427502699e-10,1.7940123503333265e-11,3.4244112599114457e-11,2.381479782455014e-10,1.193592871158775e-09,1.1070531021570136e-09,5.20926534055818e-10,7.368693824538258e-11,9.668260629416011e-11,3.3643212646119096e-09,Plastica & polimeri
"barley, roasted",4.448911773695802e-09,7.588439280999855e-11,3.3144613468793585e-10,4.175476510150616e-10,3.655237495859216e-10,3.2482075683728046e-11,3.604164862894209e-09,1.0126040898620863e-09,4.012957466635224e-10,1.6350878897710287e-10,3.7555195738812397e-10,4.368657162540636e-10,3.86181959872583e-10,5.585945697576562e-10,1.549958151747146e-09,1.5003052446110932e-10,Agricoltura & cereali
"barley, flaked",4.456727637650027e-09,7.322377607820701e-11,2.769646719328717e-10,4.1844041791460836e-10,2.4679486310729846e-10,3.310635034501169e-11,3.6509168079921614e-09,1.0136643839126012e-09,4.014576737337069e-10,1.650038382924907e-10,3.5870050384094996e-10,4.356110352839746e-10,3.787733855028303e-10,5.576571854478849e-10,1.5585121349876607e-09,4.1600241000746706e-10,Agricoltura & cereali
"barley, torrefied",4.448911773695802e-09,7.588439280999855e-11,3.3144613468793585e-10,4.175476510150616e-10,3.655237495859216e-10,3.2482075683728046e-11,3.604164862894209e-09,1.0126040898620863e-09,4.012957466635224e-10,1.6350878897710287e-10,3.7555195738812397e-10,4.368657162540636e-10,3.86181959872583e-10,5.585945697576562e-10,1.549958151747146e-09,1.5003052446110932e-10,Agricoltura & cereali
End of life of Shrink small outline plastic packages semiconductor,2.372113415885212e-10,1.5800145675834583e-10,9.388209683774948e-10,6.897915324515713e-10,1.5365649086800219e-09,4.68108996482943e-11,2.0304989703602158e-09,2.319095598598795e-11,4.794208183870556e-12,9.958047136518093e-11,5.114691341902005e-10,3.9735918837788767e-10,3.9877043860682054e-10,5.179250877601391e-11,3.687269659953042e-12,1.5114260798237848e-09,Plastica & polimeri
End of life of Light Emitting Diode (LED),2.2292556638815165e-10,1.532038093780099e-10,9.438945500913569e-10,6.663286342838874e-10,1.435403570328727e-09,4.534410959063977e-11,2.08004412173221e-09,2.2759366869706417e-11,4.624242102558476e-12,9.434129622561935e-11,5.027259152879367e-10,3.81285439397093e-10,3.9616549596931183e-10,5.1235003332489454e-11,2.2641105821291155e-12,1.2485926545255264e-09,Metalli & minerali
"End of life of Light Emitting Diode (LED), high power",2.2292556638815165e-10,1.532038093780099e-10,9.438945500913569e-10,6.663286342838874e-10,1.435403570328727e-09,4.534410959063977e-11,2.08004412173221e-09,2.2759366869706417e-11,4.624242102558476e-12,9.434129622561935e-11,5.027259152879367e-10,3.81285439397093e-10,3.9616549596931183e-10,5.1235003332489454e-11,2.2641105821291155e-12,1.2485926545255264e-09,Metalli & minerali
"wheat, torrefied",4.858128524023731e-09,2.3536360326967333e-10,3.3562429507263497e-10,3.2105125187411104e-10,3.921971637038122e-10,5.100475141036705e-11,1.0249444846408173e-09,8.754385316610041e-10,2.9883604645939236e-10,1.7140159524578392e-10,4.3528712285359847e-10,5.135308247901738e-10,4.4792542128620287e-10,5.266418032199563e-10,1.920650942197718e-09,1.4691423695778876e-10,Agricoltura & cereali
"wheat, flaked",4.8535993244322514e-09,1.0311844392327473e-10,2.789956989725709e-10,3.218681210878659e-10,2.665432229305577e-10,4.6035990616206306e-11,1.0738049671453943e-09,8.766223317333822e-10,2.990078206550645e-10,1.6893041509511178e-10,3.8846040104136584e-10,4.914976942729091e-10,4.17329248222956e-10,5.225933804207069e-10,1.9292030509303007e-09,4.4343110749835227e-10,Agricoltura & cereali
Polyvinyl butyral granulate (PVB)  ,1.8755011915973123e-09,4.000868766471544e-10,2.219894433115736e-09,5.632674128506394e-10,7.035207050424364e-09,1.0778733699557149e-10,-3.4877694970127455e-10,2.1603692197520914e-11,2.4218005235823942e-11,2.380249474003245e-10,1.520745065221941e-09,1.1835805080809633e-09,6.381080407810095e-10,8.749547706985336e-11,5.1551059710149875e-12,1.0615331061172987e-09,Plastica & polimeri
"Pea, hulls (from protein-isolate)",1.9345928004371865e-08,4.984807175022648e-11,2.0284825498985208e-10,2.8607236018181414e-10,2.0677446452223706e-10,3.107277382724971e-11,1.7035132281341696e-09,8.931758301814163e-10,2.931670930779124e-10,1.2830832170110112e-10,3.321832537295901e-10,3.311772488483112e-10,2.7755620009602874e-10,2.780503401001733e-10,2.567549567465961e-09,6.324459453875064e-10,Agricoltura & cereali
